'042239',2011,12,49.4,38.1,26.8
'042239',2012,1,57.4,44.1,30.7
'042239',2012,2,52.9,41.7,30.5
'042239',2012,3,57,44.6,32.1
'042239',2012,4,60.5,48.7,36.8
'042239',2012,5,74.6,58.4,42.3
'042239',2012,6,79.2,63.4,47.5
'042239',2012,7,85.6,70.1,54.7
'042239',2012,8,89,73.2,57.4
'042239',2012,9,85.2,68.3,51.2
'042239',2012,10,71.1,55.3,39.5
'042239',2012,11,63.9,49.5,35.1
'042239',2012,12,51.9,40.8,29.7
'042239',2013,1,48.6,38.8,28.9
'042239',2013,2,50.3,39.7,29
'042239',2013,3,61.2,48.9,36.7
'042239',2013,4,63.4,50.6,37.8
'042239',2013,5,72.2,58.3,44.3
'042239',2013,6,86.4,67.4,48.4
'042239',2013,7,88.2,73.5,58.8
'042239',2013,8,84,69.2,54.4
'042239',2013,9,78.3,63,47.7
'042239',2013,10,68.5,51.5,34.6
'042239',2013,11,60.9,47.8,34.6
'042239',2013,12,54.1,42.7,31.2
'042239',2014,1,60.2,47.4,34.5
'042239',2014,2,59,46.7,34.5
'042239',2014,3,61.6,49.2,36.8
'042239',2014,4,63.8,51,38.2
'042239',2014,5,71.6,57.8,43.9
'042239',2014,6,80.6,64.5,48.4
'042239',2014,7,86.3,72.3,58.3
'042239',2014,8,83.2,68.3,53.4
'042239',2014,9,82.5,66.7,50.8
'042239',2014,10,75.4,58.6,41.8
'042239',2014,11,62.3,49.1,35.8
'042239',2014,12,52.4,42.2,32
